transaction_id,date,customer_name,product_line,amount,region,sales_rep
TXN-00280,2024-06-10,BlueStar Energy,Safety & Compliance,4462.27,Northeast,Karen Nelson
TXN-00281,2024-06-10,Vanguard Mining,Safety & Compliance,29816.99,West,Laura Wright
TXN-00282,2024-06-11,Summit Construction,Technical Services,2362.95,South,Amanda Clark
TXN-00283,2024-06-12,Quest Manufacturing,Technical Services,2674.54,West,Karen Nelson
TXN-00284,2024-06-12,Ironclad Industries,Safety & Compliance,25730.94,Northeast,Emily Taylor
TXN-00285,2024-06-13,Jetstream Logistics,Industrial Products,7436.38,South,Laura Wright
TXN-00286,2024-06-13,Granite Industries,Safety & Compliance,9323.9,Northeast,Sarah Chen
TXN-00287,2024-06-13,Gateway Mining,Industrial Products,1155.04,Northeast,Laura Wright
TXN-00288,2024-06-14,Yellowstone Energy,Safety & Compliance,4396.14,South,Emily Taylor
TXN-00289,2024-06-15,Yellowstone Energy,Industrial Products,6905.32,Midwest,Amanda Clark
TXN-00290,2024-06-15,Quest Manufacturing,Technical Services,4113.3,West,Sarah Chen
TXN-00291,2024-06-17,Vanguard Mining,Industrial Products,23653.96,Midwest,Sarah Chen
TXN-00292,2024-06-17,Oakridge Chemical,Technical Services,39472.5,South,Amanda Clark
TXN-00293,2024-06-17,Canyon Construction,Industrial Products,5383.92,Northeast,Laura Wright
TXN-00294,2024-06-18,BlueStar Energy,Safety & Compliance,12121.57,South,Karen Nelson
TXN-00295,2024-06-19,Canyon Construction,Safety & Compliance,2386.11,South,Laura Wright
TXN-00296,2024-06-20,Falcon Mining,Safety & Compliance,6398.32,South,Laura Wright
TXN-00297,2024-06-20,Quantum Manufacturing,Technical Services,9445.28,South,Amanda Clark
TXN-00298,2024-06-20,Canyon Construction,Industrial Products,18688.89,Midwest,Emily Taylor
TXN-00299,2024-06-20,Yellowstone Energy,Safety & Compliance,22469.83,Northeast,Karen Nelson
TXN-00300,2024-06-22,Liberty Healthcare,Industrial Products,7517.49,West,Emily Taylor
TXN-00301,2024-06-24,Zephyr Transport,Industrial Products,2552.93,South,Emily Taylor
TXN-00302,2024-06-24,Liberty Healthcare,Industrial Products,27283.74,Northeast,Emily Taylor
TXN-00303,2024-06-25,Cascade Power,Industrial Products,4288.45,Northeast,Karen Nelson
TXN-00304,2024-06-25,Quantum Manufacturing,Safety & Compliance,4411.11,South,Sarah Chen
TXN-00305,2024-06-25,Keystone Materials,Industrial Products,7184.38,South,Karen Nelson
TXN-00306,2024-06-26,BlueStar Energy,Safety & Compliance,15274.19,Northeast,Laura Wright
TXN-00307,2024-06-27,Ironclad Industries,Industrial Products,5049.06,Midwest,Sarah Chen
TXN-00308,2024-06-28,Ridgeline Construction,Technical Services,1699.78,Northeast,Laura Wright
TXN-00309,2024-06-29,Delta Healthcare,Safety & Compliance,11376.58,West,Karen Nelson
TXN-00310,2024-06-29,Keller Construction,Safety & Compliance,3387.62,Midwest,Sarah Chen
TXN-00311,2024-06-29,Meridian Power,Industrial Products,46714.05,Midwest,Emily Taylor
TXN-00312,2024-06-30,Apex Manufacturing,Industrial Products,2872.1,Northeast,Emily Taylor
TXN-00313,2024-06-30,Keller Construction,Technical Services,2957.39,Northeast,Amanda Clark
TXN-00314,2024-07-01,Ironclad Industries,Industrial Products,2778.55,Midwest,Karen Nelson
TXN-00315,2024-07-01,Noble Transport,Industrial Products,2138.51,Midwest,Sarah Chen
TXN-00316,2024-07-02,Ironclad Industries,Technical Services,20781.04,Northeast,Emily Taylor
TXN-00317,2024-07-02,BlueStar Energy,Industrial Products,22770.75,Midwest,Karen Nelson
TXN-00318,2024-07-03,Redwood Energy,Technical Services,9341.34,South,Laura Wright
TXN-00319,2024-07-04,Olympus Mining,Industrial Products,6688.54,Northeast,Amanda Clark
TXN-00320,2024-07-04,United Chemical,Technical Services,39053.08,South,Emily Taylor
TXN-00321,2024-07-04,Eagle Transport,Industrial Products,9312.63,South,Sarah Chen
TXN-00322,2024-07-04,Ironclad Industries,Technical Services,18935.47,South,Laura Wright
TXN-00323,2024-07-05,Keystone Materials,Safety & Compliance,6164.75,Midwest,Karen Nelson
TXN-00324,2024-07-06,United Chemical,Technical Services,8206.14,Northeast,Amanda Clark
TXN-00325,2024-07-08,Granite Industries,Safety & Compliance,3011.3,South,Sarah Chen
TXN-00326,2024-07-09,BlueStar Energy,Industrial Products,15416.0,Northeast,Karen Nelson
TXN-00327,2024-07-11,Quest Manufacturing,Technical Services,8024.31,Northeast,Karen Nelson
TXN-00328,2024-07-12,Apex Manufacturing,Industrial Products,4753.66,South,Emily Taylor
TXN-00329,2024-07-12,Harbor Foods,Industrial Products,4805.11,Midwest,Emily Taylor
TXN-00330,2024-07-12,Apex Manufacturing,Technical Services,28854.17,Midwest,Sarah Chen
TXN-00331,2024-07-13,Ironclad Industries,Safety & Compliance,38352.62,Midwest,Karen Nelson
TXN-00332,2024-07-13,Quantum Manufacturing,Industrial Products,5807.89,Midwest,Emily Taylor
TXN-00333,2024-07-14,Pacific Transport,Technical Services,8554.42,Northeast,Amanda Clark
TXN-00334,2024-07-14,Canyon Construction,Technical Services,13392.0,South,Amanda Clark
TXN-00335,2024-07-14,Yellowstone Energy,Industrial Products,9121.83,South,Karen Nelson
TXN-00336,2024-07-16,Apex Manufacturing,Industrial Products,2547.54,South,Emily Taylor
TXN-00337,2024-07-16,Highland Energy,Industrial Products,11410.58,West,Sarah Chen
TXN-00338,2024-07-16,Upland Chemical,Industrial Products,1753.64,South,Sarah Chen
TXN-00339,2024-07-17,Harbor Foods,Industrial Products,13095.13,West,Emily Taylor
TXN-00340,2024-07-17,Gateway Mining,Industrial Products,3832.73,South,Sarah Chen
TXN-00341,2024-07-17,Pacific Transport,Industrial Products,13962.13,West,Amanda Clark
TXN-00342,2024-07-18,Apex Manufacturing,Technical Services,4238.4,Midwest,Emily Taylor
TXN-00343,2024-07-18,Ironclad Industries,Technical Services,6457.6,South,Amanda Clark
TXN-00344,2024-07-18,Jupiter Foods,Safety & Compliance,5038.84,South,Sarah Chen
TXN-00345,2024-07-20,Vanguard Mining,Industrial Products,7295.17,Northeast,Sarah Chen
TXN-00346,2024-07-23,BlueStar Energy,Safety & Compliance,7931.24,South,Karen Nelson
TXN-00347,2024-07-23,Noble Transport,Safety & Compliance,13521.25,South,Laura Wright
TXN-00348,2024-07-24,Quantum Manufacturing,Technical Services,4554.92,Northeast,Emily Taylor
TXN-00349,2024-07-25,Maverick Chemical,Industrial Products,10923.99,West,Emily Taylor
TXN-00350,2024-07-26,United Chemical,Safety & Compliance,12156.42,Northeast,Emily Taylor
TXN-00351,2024-07-27,Summit Construction,Industrial Products,8071.64,Midwest,Laura Wright
TXN-00352,2024-07-29,BlueStar Energy,Industrial Products,6583.46,Midwest,Karen Nelson
TXN-00353,2024-07-30,Canyon Construction,Technical Services,9152.29,South,Laura Wright
TXN-00354,2024-07-31,Windward Foods,Technical Services,12567.55,Midwest,Sarah Chen
TXN-00355,2024-08-01,Eagle Transport,Industrial Products,15856.71,South,Sarah Chen
TXN-00356,2024-08-01,Windward Foods,Safety & Compliance,34623.85,South,Emily Taylor
TXN-00357,2024-08-03,Quantum Manufacturing,Technical Services,3670.12,Midwest,Amanda Clark
TXN-00358,2024-08-04,Canyon Construction,Technical Services,5698.7,South,Emily Taylor
TXN-00359,2024-08-05,BlueStar Energy,Safety & Compliance,2674.58,West,Amanda Clark
TXN-00360,2024-08-06,Delta Healthcare,Industrial Products,14505.58,South,Laura Wright
TXN-00361,2024-08-06,Silverstone Medical,Safety & Compliance,6200.55,Midwest,Sarah Chen
TXN-00362,2024-08-07,Jetstream Logistics,Technical Services,10989.71,Northeast,Amanda Clark
TXN-00363,2024-08-07,Ironclad Industries,Industrial Products,4996.68,South,Laura Wright
TXN-00364,2024-08-08,Northwind Construction,Safety & Compliance,13802.84,West,Emily Taylor
TXN-00365,2024-08-08,Canyon Construction,Technical Services,24792.94,Midwest,Amanda Clark
TXN-00366,2024-08-08,Gateway Mining,Safety & Compliance,6239.38,South,Sarah Chen
TXN-00367,2024-08-09,Canyon Construction,Safety & Compliance,7244.7,West,Emily Taylor
TXN-00368,2024-08-09,Maverick Chemical,Safety & Compliance,17223.21,Northeast,Emily Taylor
TXN-00369,2024-08-11,Harbor Foods,Technical Services,17530.23,Midwest,Laura Wright
TXN-00370,2024-08-11,Harbor Foods,Safety & Compliance,5791.25,Midwest,Emily Taylor
TXN-00371,2024-08-11,Meridian Power,Technical Services,2126.47,Midwest,Karen Nelson
TXN-00372,2024-08-13,Keystone Materials,Industrial Products,4538.87,Northeast,Sarah Chen
TXN-00373,2024-08-14,Zephyr Transport,Safety & Compliance,2356.8,Midwest,Laura Wright
TXN-00374,2024-08-14,Redwood Energy,Industrial Products,20569.15,West,Emily Taylor
TXN-00375,2024-08-14,BlueStar Energy,Technical Services,20089.92,Northeast,Sarah Chen
TXN-00376,2024-08-15,Westfield Foods,Safety & Compliance,24503.72,West,Amanda Clark
TXN-00377,2024-08-16,Canyon Construction,Technical Services,1852.18,Midwest,Emily Taylor
TXN-00378,2024-08-16,Apex Manufacturing,Technical Services,16229.76,South,Sarah Chen
TXN-00379,2024-08-17,Highland Energy,Technical Services,19280.19,Northeast,Amanda Clark
TXN-00380,2024-08-17,Vertex Energy,Safety & Compliance,40426.23,South,Karen Nelson
TXN-00381,2024-08-18,Windward Foods,Safety & Compliance,1416.95,Northeast,Karen Nelson
TXN-00382,2024-08-18,Meridian Power,Industrial Products,38345.81,West,Sarah Chen
TXN-00383,2024-08-18,Quantum Manufacturing,Industrial Products,7121.21,South,Karen Nelson
TXN-00384,2024-08-19,Canyon Construction,Industrial Products,8073.98,West,Sarah Chen
TXN-00385,2024-08-19,Eagle Transport,Technical Services,11624.57,West,Sarah Chen
TXN-00386,2024-08-20,Maverick Chemical,Technical Services,2975.82,South,Karen Nelson
TXN-00387,2024-08-20,Harbor Foods,Safety & Compliance,8121.14,West,Sarah Chen
TXN-00388,2024-08-20,Liberty Healthcare,Industrial Products,29624.11,West,Emily Taylor
TXN-00389,2024-08-20,Dominion Transport,Technical Services,13031.97,Midwest,Sarah Chen
TXN-00390,2024-08-20,Canyon Construction,Industrial Products,8490.65,Midwest,Laura Wright
TXN-00391,2024-08-21,Beacon Medical,Technical Services,3149.14,Midwest,Laura Wright
TXN-00392,2024-08-21,Pacific Transport,Industrial Products,10446.35,West,Sarah Chen
TXN-00393,2024-08-22,Eagle Transport,Industrial Products,6108.83,Northeast,Sarah Chen
TXN-00394,2024-08-22,Liberty Healthcare,Industrial Products,2191.99,West,Sarah Chen
TXN-00395,2024-08-24,Redwood Energy,Industrial Products,17947.31,Midwest,Karen Nelson
TXN-00396,2024-08-24,Canyon Construction,Industrial Products,1378.39,Midwest,Emily Taylor
TXN-00397,2024-08-24,United Chemical,Technical Services,19268.79,South,Emily Taylor
TXN-00398,2024-08-24,Zephyr Transport,Industrial Products,17739.14,Midwest,Amanda Clark
TXN-00399,2024-08-24,Canyon Construction,Technical Services,23272.13,South,Karen Nelson
TXN-00400,2024-08-26,Keller Construction,Safety & Compliance,7383.24,West,Karen Nelson
TXN-00401,2024-08-26,Delta Healthcare,Technical Services,16490.6,Northeast,Emily Taylor
TXN-00402,2024-08-27,Imperial Manufacturing,Safety & Compliance,7130.97,South,Karen Nelson
TXN-00403,2024-08-27,Falcon Mining,Technical Services,3065.25,Northeast,Emily Taylor
TXN-00404,2024-08-28,Gateway Mining,Safety & Compliance,7498.75,Midwest,Sarah Chen
TXN-00405,2024-08-28,Frontier Chemical,Technical Services,33087.39,South,Karen Nelson
TXN-00406,2024-08-30,Jupiter Foods,Industrial Products,3148.6,West,Emily Taylor
TXN-00407,2024-08-30,Lakeview Medical,Safety & Compliance,5452.29,West,Emily Taylor
TXN-00408,2024-08-30,Evergreen Chemical,Industrial Products,5627.29,South,Laura Wright
TXN-00409,2024-09-02,Canyon Construction,Industrial Products,14068.3,South,Karen Nelson
TXN-00410,2024-09-03,Noble Transport,Industrial Products,52978.32,West,Karen Nelson
TXN-00411,2024-09-04,Dominion Transport,Technical Services,12307.14,West,Emily Taylor
TXN-00412,2024-09-04,Ridgeline Construction,Technical Services,10995.45,Northeast,Sarah Chen
TXN-00413,2024-09-06,Canyon Construction,Technical Services,69351.46,Northeast,Sarah Chen
TXN-00414,2024-09-07,Vanguard Mining,Industrial Products,17731.8,Northeast,Sarah Chen
TXN-00415,2024-09-09,Vanguard Mining,Industrial Products,8441.21,West,Karen Nelson
TXN-00416,2024-09-09,Harbor Foods,Industrial Products,5521.86,Midwest,Laura Wright
TXN-00417,2024-09-10,Lakeview Medical,Industrial Products,10435.41,South,Emily Taylor
TXN-00418,2024-09-11,Apex Manufacturing,Safety & Compliance,7683.94,South,Amanda Clark
TXN-00419,2024-09-12,Falcon Mining,Industrial Products,8521.86,West,Laura Wright
TXN-00420,2024-09-13,Summit Construction,Safety & Compliance,27829.27,South,Amanda Clark
TXN-00421,2024-09-13,Apex Manufacturing,Safety & Compliance,6048.13,Northeast,Laura Wright
TXN-00422,2024-09-13,Beacon Medical,Industrial Products,10387.03,Midwest,Sarah Chen
TXN-00423,2024-09-13,Meridian Power,Technical Services,14715.15,South,Karen Nelson
TXN-00424,2024-09-13,Apex Manufacturing,Industrial Products,4663.65,South,Amanda Clark
TXN-00425,2024-09-14,Vertex Energy,Industrial Products,4196.07,West,Laura Wright
TXN-00426,2024-09-14,Upland Chemical,Industrial Products,7184.83,West,Karen Nelson
TXN-00427,2024-09-14,Pacific Transport,Technical Services,4760.83,West,Amanda Clark
TXN-00428,2024-09-14,BlueStar Energy,Industrial Products,20370.97,West,Emily Taylor
TXN-00429,2024-09-14,Granite Industries,Technical Services,3635.8,Midwest,Laura Wright
TXN-00430,2024-09-16,Frontier Chemical,Industrial Products,60723.23,Northeast,Sarah Chen
TXN-00431,2024-09-16,Northwind Construction,Technical Services,12967.57,Midwest,Emily Taylor
TXN-00432,2024-09-16,Northwind Construction,Technical Services,8559.33,West,Emily Taylor
TXN-00433,2024-09-17,Quantum Manufacturing,Safety & Compliance,15456.02,West,Emily Taylor
TXN-00434,2024-09-18,Summit Construction,Industrial Products,24609.0,South,Laura Wright
TXN-00435,2024-09-19,Keystone Materials,Industrial Products,5595.07,Northeast,Sarah Chen
TXN-00436,2024-09-19,Westfield Foods,Technical Services,3411.35,Northeast,Emily Taylor
TXN-00437,2024-09-21,Silverstone Medical,Industrial Products,9332.04,South,Karen Nelson
TXN-00438,2024-09-21,Harbor Foods,Technical Services,8516.87,South,Amanda Clark
TXN-00439,2024-09-21,Evergreen Chemical,Industrial Products,1887.32,West,Emily Taylor
TXN-00440,2024-09-23,Quest Manufacturing,Industrial Products,10692.53,West,Sarah Chen
TXN-00441,2024-09-24,Lakeview Medical,Industrial Products,16209.64,Northeast,Emily Taylor
TXN-00442,2024-09-24,Keystone Materials,Industrial Products,4489.08,South,Amanda Clark
TXN-00443,2024-09-24,Vanguard Mining,Technical Services,13203.1,South,Sarah Chen
TXN-00444,2024-09-25,United Chemical,Industrial Products,16172.28,West,Laura Wright
TXN-00445,2024-09-28,Zephyr Transport,Technical Services,7661.18,Northeast,Sarah Chen
TXN-00446,2024-09-28,Keller Construction,Safety & Compliance,14899.82,Northeast,Sarah Chen
TXN-00447,2024-09-28,Meridian Power,Safety & Compliance,13971.92,Northeast,Laura Wright
TXN-00448,2024-09-29,Apex Manufacturing,Safety & Compliance,3945.45,Northeast,Amanda Clark
TXN-00449,2024-09-30,Apex Manufacturing,Industrial Products,4816.31,Northeast,Amanda Clark
TXN-00450,2024-10-02,Yellowstone Energy,Industrial Products,4309.75,West,Sarah Chen
TXN-00451,2024-10-03,Frontier Chemical,Technical Services,6459.28,Midwest,Emily Taylor
TXN-00452,2024-10-03,Eagle Transport,Industrial Products,19430.84,Midwest,Amanda Clark
TXN-00453,2024-10-04,Gateway Mining,Technical Services,2411.51,Northeast,Laura Wright
TXN-00454,2024-10-07,Delta Healthcare,Safety & Compliance,10769.5,Midwest,Karen Nelson
TXN-00455,2024-10-07,Eagle Transport,Industrial Products,9094.27,Midwest,Laura Wright
TXN-00456,2024-10-07,Apex Manufacturing,Technical Services,3460.88,Midwest,Karen Nelson
TXN-00457,2024-10-07,Vertex Energy,Safety & Compliance,4482.62,South,Laura Wright
TXN-00458,2024-10-08,Falcon Mining,Technical Services,3753.21,South,Sarah Chen
TXN-00459,2024-10-09,Highland Energy,Technical Services,14579.85,West,Sarah Chen
TXN-00460,2024-10-10,Silverstone Medical,Technical Services,2334.96,Northeast,Sarah Chen
TXN-00461,2024-10-10,Apex Manufacturing,Technical Services,16579.23,West,Emily Taylor
TXN-00462,2024-10-11,Olympus Mining,Industrial Products,1993.92,South,Emily Taylor
TXN-00463,2024-10-11,Quantum Manufacturing,Industrial Products,4943.11,Midwest,Karen Nelson
TXN-00464,2024-10-12,Xenon Industries,Technical Services,31403.56,Midwest,Laura Wright
TXN-00465,2024-10-12,Yellowstone Energy,Safety & Compliance,31787.78,Midwest,Laura Wright
TXN-00466,2024-10-13,Liberty Healthcare,Industrial Products,6990.46,Northeast,Sarah Chen
TXN-00467,2024-10-13,Gateway Mining,Technical Services,9409.26,Northeast,Amanda Clark
TXN-00468,2024-10-14,Falcon Mining,Technical Services,24416.55,Midwest,Emily Taylor
TXN-00469,2024-10-15,Zephyr Transport,Safety & Compliance,19571.03,South,Karen Nelson
TXN-00470,2024-10-15,Delta Healthcare,Technical Services,16227.82,Northeast,Sarah Chen
TXN-00471,2024-10-15,Zephyr Transport,Industrial Products,3784.14,Midwest,Emily Taylor
TXN-00472,2024-10-15,Jupiter Foods,Technical Services,5534.24,South,Sarah Chen
TXN-00473,2024-10-15,Quantum Manufacturing,Technical Services,16071.44,South,Emily Taylor
TXN-00474,2024-10-16,BlueStar Energy,Technical Services,31250.93,South,Laura Wright
TXN-00475,2024-10-17,Apex Manufacturing,Industrial Products,2416.23,South,Amanda Clark
TXN-00476,2024-10-18,Apex Manufacturing,Technical Services,3568.22,Midwest,Laura Wright
TXN-00477,2024-10-18,Gateway Mining,Safety & Compliance,17448.69,Midwest,Laura Wright
TXN-00478,2024-10-19,Xenon Industries,Industrial Products,1990.73,West,Karen Nelson
TXN-00479,2024-10-19,Apex Manufacturing,Safety & Compliance,21334.55,West,Emily Taylor
TXN-00480,2024-10-19,Apex Manufacturing,Safety & Compliance,7846.45,Northeast,Amanda Clark
TXN-00481,2024-10-19,Trident Industries,Technical Services,6409.85,South,Emily Taylor
TXN-00482,2024-10-19,Liberty Healthcare,Safety & Compliance,10983.01,South,Laura Wright
TXN-00483,2024-10-21,Keller Construction,Safety & Compliance,2347.69,South,Sarah Chen
TXN-00484,2024-10-22,Pinnacle Energy,Safety & Compliance,15665.43,West,Laura Wright
TXN-00485,2024-10-22,Cascade Power,Technical Services,36007.1,Northeast,Emily Taylor
TXN-00486,2024-10-25,BlueStar Energy,Industrial Products,13820.97,South,Laura Wright
TXN-00487,2024-10-26,Ironclad Industries,Industrial Products,5654.88,Northeast,Sarah Chen
TXN-00488,2024-10-26,Evergreen Chemical,Technical Services,2840.95,Midwest,Karen Nelson
TXN-00489,2024-10-26,Frontier Chemical,Industrial Products,2441.41,Midwest,Emily Taylor
TXN-00490,2024-10-26,Beacon Medical,Industrial Products,2377.41,South,Laura Wright
TXN-00491,2024-10-27,Apex Manufacturing,Safety & Compliance,9227.46,West,Emily Taylor
TXN-00492,2024-10-28,Frontier Chemical,Safety & Compliance,8872.57,Northeast,Karen Nelson
TXN-00493,2024-10-30,Redwood Energy,Technical Services,18667.08,South,Laura Wright
TXN-00494,2024-10-31,Xenon Industries,Safety & Compliance,1925.95,West,Laura Wright
TXN-00495,2024-11-01,Cascade Power,Industrial Products,14122.51,West,Emily Taylor
TXN-00496,2024-11-01,Apex Manufacturing,Industrial Products,5302.92,West,Sarah Chen
TXN-00497,2024-11-01,Titan Healthcare,Safety & Compliance,26601.69,South,Emily Taylor
TXN-00498,2024-11-02,BlueStar Energy,Technical Services,3057.75,Midwest,Karen Nelson
TXN-00499,2024-11-02,Olympus Mining,Technical Services,18709.63,Midwest,Sarah Chen
TXN-00500,2024-11-03,Beacon Medical,Industrial Products,6373.63,Northeast,Laura Wright
TXN-00501,2024-11-04,BlueStar Energy,Technical Services,7974.35,West,Emily Taylor
TXN-00502,2024-11-04,Maverick Chemical,Industrial Products,11013.64,Northeast,Laura Wright
TXN-00503,2024-11-04,Eagle Transport,Technical Services,3902.77,Midwest,Laura Wright
TXN-00504,2024-11-05,Meridian Power,Safety & Compliance,6465.63,West,Amanda Clark
TXN-00505,2024-11-05,Canyon Construction,Technical Services,16191.69,West,Amanda Clark
TXN-00506,2024-11-07,Dominion Transport,Safety & Compliance,17172.06,West,Laura Wright
TXN-00507,2024-11-08,Atlas Construction,Safety & Compliance,12784.22,Northeast,Emily Taylor
TXN-00508,2024-11-09,Delta Healthcare,Safety & Compliance,3143.52,West,Laura Wright
TXN-00509,2024-11-11,Ironclad Industries,Safety & Compliance,6786.2,West,Emily Taylor
TXN-00510,2024-11-11,Olympus Mining,Safety & Compliance,6554.97,Midwest,Amanda Clark
TXN-00511,2024-11-12,Frontier Chemical,Technical Services,13663.24,Midwest,Laura Wright
TXN-00512,2024-11-12,Canyon Construction,Industrial Products,12718.95,Northeast,Karen Nelson
TXN-00513,2024-11-13,Eagle Transport,Technical Services,8969.5,Northeast,Karen Nelson
TXN-00514,2024-11-14,Apex Manufacturing,Technical Services,69906.14,Midwest,Laura Wright
TXN-00515,2024-11-15,United Chemical,Industrial Products,6276.69,Midwest,Emily Taylor
TXN-00516,2024-11-17,Maverick Chemical,Industrial Products,7016.8,Northeast,Laura Wright
TXN-00517,2024-11-17,Redwood Energy,Safety & Compliance,3139.58,Midwest,Laura Wright
TXN-00518,2024-11-18,Delta Healthcare,Safety & Compliance,2841.38,Northeast,Amanda Clark
TXN-00519,2024-11-19,Apex Manufacturing,Safety & Compliance,3510.48,West,Karen Nelson
TXN-00520,2024-11-19,Delta Healthcare,Industrial Products,5243.88,Northeast,Amanda Clark
TXN-00521,2024-11-19,Jetstream Logistics,Industrial Products,27733.05,South,Amanda Clark
TXN-00522,2024-11-20,Granite Industries,Industrial Products,8172.86,South,Laura Wright
TXN-00523,2024-11-20,Delta Healthcare,Industrial Products,11350.15,South,Amanda Clark
TXN-00524,2024-11-21,Evergreen Chemical,Industrial Products,7502.42,Northeast,Karen Nelson
TXN-00525,2024-11-22,Olympus Mining,Industrial Products,10853.48,South,Amanda Clark
TXN-00526,2024-11-22,Lakeview Medical,Safety & Compliance,21144.58,South,Karen Nelson
TXN-00527,2024-11-23,Liberty Healthcare,Technical Services,1643.95,West,Amanda Clark
TXN-00528,2024-11-23,Summit Construction,Industrial Products,21475.54,West,Karen Nelson
TXN-00529,2024-11-24,Yellowstone Energy,Industrial Products,920.99,Northeast,Amanda Clark
TXN-00530,2024-11-25,Quantum Manufacturing,Technical Services,9945.58,West,Amanda Clark
TXN-00531,2024-11-26,Lakeview Medical,Industrial Products,53813.94,South,Emily Taylor
TXN-00532,2024-11-26,Eagle Transport,Safety & Compliance,11872.82,Midwest,Karen Nelson
TXN-00533,2024-11-27,Frontier Chemical,Industrial Products,9282.89,Midwest,Karen Nelson
TXN-00534,2024-11-28,Frontier Chemical,Industrial Products,40197.37,Northeast,Karen Nelson
TXN-00535,2024-11-29,Silverstone Medical,Technical Services,12867.93,Northeast,Karen Nelson
TXN-00536,2024-11-29,BlueStar Energy,Industrial Products,11208.38,Northeast,Amanda Clark
TXN-00537,2024-11-29,Summit Construction,Industrial Products,5309.81,Northeast,Sarah Chen
TXN-00538,2024-12-03,Evergreen Chemical,Technical Services,5215.14,Midwest,Sarah Chen
TXN-00539,2024-12-04,Ironclad Industries,Technical Services,4866.8,South,Emily Taylor
TXN-00540,2024-12-04,Canyon Construction,Industrial Products,5126.71,South,Karen Nelson
TXN-00541,2024-12-05,Pinnacle Energy,Technical Services,8689.34,South,Karen Nelson
TXN-00542,2024-12-06,Liberty Healthcare,Technical Services,15058.15,South,Sarah Chen
TXN-00543,2024-12-07,Evergreen Chemical,Safety & Compliance,10731.15,Northeast,Amanda Clark
TXN-00544,2024-12-07,Frontier Chemical,Industrial Products,13972.03,South,Emily Taylor
TXN-00545,2024-12-08,Ironclad Industries,Industrial Products,1676.87,West,Karen Nelson
TXN-00546,2024-12-10,BlueStar Energy,Technical Services,6804.91,South,Amanda Clark
TXN-00547,2024-12-11,Quest Manufacturing,Safety & Compliance,12188.2,Midwest,Sarah Chen
TXN-00548,2024-12-11,Dominion Transport,Industrial Products,10193.79,South,Laura Wright
TXN-00549,2024-12-11,Vanguard Mining,Technical Services,6279.11,Midwest,Emily Taylor
TXN-00550,2024-12-11,Delta Healthcare,Technical Services,4109.38,South,Emily Taylor
TXN-00551,2024-12-11,Imperial Manufacturing,Technical Services,10315.24,Midwest,Laura Wright
TXN-00552,2024-12-15,United Chemical,Technical Services,21602.66,South,Emily Taylor
TXN-00553,2024-12-15,Meridian Power,Safety & Compliance,7720.11,South,Emily Taylor
TXN-00554,2024-12-15,Gateway Mining,Technical Services,4017.46,Northeast,Sarah Chen
TXN-00555,2024-12-15,Trident Industries,Safety & Compliance,2286.99,South,Sarah Chen
TXN-00556,2024-12-15,BlueStar Energy,Safety & Compliance,7089.49,South,Amanda Clark
TXN-00557,2024-12-16,Trident Industries,Industrial Products,9832.94,South,Amanda Clark
TXN-00558,2024-12-17,Liberty Healthcare,Safety & Compliance,3730.81,South,Sarah Chen
