transaction_id,date,customer_name,product_line,amount,region,sales_rep
TXN-00559,2024-12-17,Canyon Construction,Industrial Products,12309.11,Northeast,Laura Wright
TXN-00560,2024-12-17,Titan Healthcare,Safety & Compliance,5612.97,Midwest,Laura Wright
TXN-00561,2024-12-18,Ridgeline Construction,Technical Services,24282.52,South,Emily Taylor
TXN-00562,2024-12-18,Olympus Mining,Technical Services,2584.21,Midwest,Emily Taylor
TXN-00563,2024-12-18,Titan Healthcare,Industrial Products,26568.21,South,Karen Nelson
TXN-00564,2024-12-19,Trident Industries,Safety & Compliance,1579.34,West,Emily Taylor
TXN-00565,2024-12-19,Jetstream Logistics,Industrial Products,5166.34,Midwest,Karen Nelson
TXN-00566,2024-12-19,Harbor Foods,Technical Services,6009.25,West,Sarah Chen
TXN-00567,2024-12-19,Trident Industries,Technical Services,30079.25,Northeast,Laura Wright
TXN-00568,2024-12-23,Atlas Construction,Safety & Compliance,8981.19,Midwest,Emily Taylor
TXN-00569,2024-12-25,BlueStar Energy,Industrial Products,2393.57,Northeast,Karen Nelson
TXN-00570,2024-12-25,Apex Manufacturing,Industrial Products,18872.21,Northeast,Amanda Clark
TXN-00571,2024-12-26,Titan Healthcare,Industrial Products,3027.16,Northeast,Emily Taylor
TXN-00572,2024-12-27,Trident Industries,Technical Services,7566.53,Northeast,Laura Wright
TXN-00573,2024-12-28,Maverick Chemical,Technical Services,5252.75,South,Sarah Chen
TXN-00574,2024-12-29,Canyon Construction,Industrial Products,20581.09,Midwest,Emily Taylor
TXN-00575,2024-12-29,Atlas Construction,Safety & Compliance,6210.26,Northeast,Emily Taylor
TXN-00576,2024-12-30,Pinnacle Energy,Industrial Products,2923.41,Northeast,Amanda Clark
TXN-00577,2024-12-30,Eagle Transport,Technical Services,27366.2,West,Karen Nelson
TXN-00578,2025-01-01,Canyon Construction,Industrial Products,16045.48,Northeast,Amanda Clark
TXN-00579,2025-01-01,Frontier Chemical,Technical Services,4508.85,South,Sarah Chen
TXN-00580,2025-01-01,Canyon Construction,Technical Services,3929.01,Midwest,Laura Wright
TXN-00581,2025-01-02,Beacon Medical,Technical Services,11728.21,Northeast,Sarah Chen
TXN-00582,2025-01-03,Upland Chemical,Safety & Compliance,3026.49,West,Emily Taylor
TXN-00583,2025-01-03,Frontier Chemical,Technical Services,11541.74,Northeast,Emily Taylor
TXN-00584,2025-01-03,Meridian Power,Safety & Compliance,14531.74,Northeast,Amanda Clark
TXN-00585,2025-01-03,Yellowstone Energy,Safety & Compliance,4872.95,Midwest,Laura Wright
TXN-00586,2025-01-05,Zephyr Transport,Technical Services,23427.42,West,Karen Nelson
TXN-00587,2025-01-07,BlueStar Energy,Safety & Compliance,2861.16,Northeast,Laura Wright
TXN-00588,2025-01-07,Oakridge Chemical,Technical Services,28528.15,Northeast,Emily Taylor
TXN-00589,2025-01-07,Ironclad Industries,Industrial Products,2053.15,West,Karen Nelson
TXN-00590,2025-01-08,Olympus Mining,Technical Services,80783.92,South,Laura Wright
TXN-00591,2025-01-09,Meridian Power,Industrial Products,5723.19,West,Laura Wright
TXN-00592,2025-01-09,BlueStar Energy,Technical Services,2717.96,South,Karen Nelson
TXN-00593,2025-01-09,Yellowstone Energy,Technical Services,6726.85,Midwest,Emily Taylor
TXN-00594,2025-01-11,Highland Energy,Industrial Products,3508.06,Midwest,Laura Wright
TXN-00595,2025-01-11,Apex Manufacturing,Industrial Products,11043.22,Northeast,Karen Nelson
TXN-00596,2025-01-11,Noble Transport,Safety & Compliance,27830.5,West,Emily Taylor
TXN-00597,2025-01-12,Delta Healthcare,Technical Services,3660.06,South,Karen Nelson
TXN-00598,2025-01-12,Summit Construction,Industrial Products,10948.97,South,Karen Nelson
TXN-00599,2025-01-13,Jetstream Logistics,Technical Services,2377.52,Midwest,Laura Wright
TXN-00600,2025-01-14,Evergreen Chemical,Technical Services,18098.91,Northeast,Emily Taylor
TXN-00601,2025-01-14,Harbor Foods,Technical Services,11304.87,Midwest,Laura Wright
TXN-00602,2025-01-15,Olympus Mining,Safety & Compliance,18735.77,South,Sarah Chen
TXN-00603,2025-01-16,Yellowstone Energy,Industrial Products,4862.73,South,Emily Taylor
TXN-00604,2025-01-16,Evergreen Chemical,Technical Services,8449.68,South,Sarah Chen
TXN-00605,2025-01-17,Jupiter Foods,Safety & Compliance,18680.13,South,Karen Nelson
TXN-00606,2025-01-18,Granite Industries,Safety & Compliance,3272.54,Northeast,Laura Wright
TXN-00607,2025-01-18,Apex Manufacturing,Industrial Products,2009.7,Midwest,Laura Wright
TXN-00608,2025-01-19,Ironclad Industries,Industrial Products,7889.38,West,Emily Taylor
TXN-00609,2025-01-22,Trident Industries,Industrial Products,5933.22,West,Emily Taylor
TXN-00610,2025-01-23,BlueStar Energy,Technical Services,12336.4,South,Sarah Chen
TXN-00611,2025-01-24,Falcon Mining,Technical Services,19404.13,Northeast,Amanda Clark
TXN-00612,2025-01-24,Windward Foods,Technical Services,12132.64,South,Emily Taylor
TXN-00613,2025-01-24,Apex Manufacturing,Safety & Compliance,21847.55,South,Amanda Clark
TXN-00614,2025-01-24,Beacon Medical,Safety & Compliance,10476.0,Northeast,Emily Taylor
TXN-00615,2025-01-25,Meridian Power,Industrial Products,12036.23,South,Karen Nelson
TXN-00616,2025-01-27,United Chemical,Industrial Products,8488.23,South,Karen Nelson
TXN-00617,2025-01-28,BlueStar Energy,Industrial Products,13518.28,West,Sarah Chen
TXN-00618,2025-01-29,Apex Manufacturing,Industrial Products,9258.73,Northeast,Sarah Chen
TXN-00619,2025-01-29,Atlas Construction,Technical Services,10510.62,Northeast,Amanda Clark
TXN-00620,2025-01-30,Liberty Healthcare,Safety & Compliance,7091.28,South,Emily Taylor
TXN-00621,2025-01-30,Imperial Manufacturing,Industrial Products,15477.51,South,Laura Wright
TXN-00622,2025-01-31,Redwood Energy,Technical Services,3901.51,West,Sarah Chen
TXN-00623,2025-01-31,BlueStar Energy,Safety & Compliance,7985.01,South,Laura Wright
TXN-00624,2025-01-31,Beacon Medical,Industrial Products,23142.53,Northeast,Laura Wright
TXN-00625,2025-02-01,Eagle Transport,Industrial Products,3793.42,South,Emily Taylor
TXN-00626,2025-02-01,Ridgeline Construction,Technical Services,1221.71,Northeast,Amanda Clark
TXN-00627,2025-02-03,Apex Manufacturing,Industrial Products,7299.7,Midwest,Emily Taylor
TXN-00628,2025-02-03,Upland Chemical,Industrial Products,17781.84,West,Laura Wright
TXN-00629,2025-02-03,Dominion Transport,Safety & Compliance,6597.44,West,Sarah Chen
TXN-00630,2025-02-03,Maverick Chemical,Industrial Products,13036.22,South,Emily Taylor
TXN-00631,2025-02-04,Falcon Mining,Technical Services,5996.01,South,Emily Taylor
TXN-00632,2025-02-04,Gateway Mining,Safety & Compliance,9151.45,West,Emily Taylor
TXN-00633,2025-02-05,Ridgeline Construction,Industrial Products,16513.54,Northeast,Sarah Chen
TXN-00634,2025-02-05,Eagle Transport,Industrial Products,10913.73,Northeast,Amanda Clark
TXN-00635,2025-02-07,Evergreen Chemical,Industrial Products,1156.18,Midwest,Emily Taylor
TXN-00636,2025-02-08,Pinnacle Energy,Industrial Products,9401.4,South,Sarah Chen
TXN-00637,2025-02-08,Apex Manufacturing,Industrial Products,8317.28,South,Laura Wright
TXN-00638,2025-02-08,Ironclad Industries,Technical Services,9582.77,Midwest,Karen Nelson
TXN-00639,2025-02-08,Highland Energy,Industrial Products,5964.67,South,Sarah Chen
TXN-00640,2025-02-09,Eagle Transport,Safety & Compliance,21428.35,Northeast,Emily Taylor
TXN-00641,2025-02-09,Lakeview Medical,Industrial Products,20596.34,Midwest,Karen Nelson
TXN-00642,2025-02-10,Delta Healthcare,Industrial Products,1390.57,West,Emily Taylor
TXN-00643,2025-02-11,Canyon Construction,Industrial Products,4279.68,West,Sarah Chen
TXN-00644,2025-02-12,Noble Transport,Industrial Products,7217.15,West,Karen Nelson
TXN-00645,2025-02-12,Titan Healthcare,Safety & Compliance,19901.86,South,Emily Taylor
TXN-00646,2025-02-12,BlueStar Energy,Industrial Products,9998.63,South,Laura Wright
TXN-00647,2025-02-13,Ironclad Industries,Safety & Compliance,5627.65,Northeast,Amanda Clark
TXN-00648,2025-02-14,Harbor Foods,Safety & Compliance,14294.45,South,Amanda Clark
TXN-00649,2025-02-15,Canyon Construction,Industrial Products,6842.66,South,Emily Taylor
TXN-00650,2025-02-15,Jetstream Logistics,Safety & Compliance,7376.68,Midwest,Karen Nelson
TXN-00651,2025-02-16,Gateway Mining,Industrial Products,7750.53,Northeast,Emily Taylor
TXN-00652,2025-02-17,Gateway Mining,Industrial Products,10904.47,West,Karen Nelson
TXN-00653,2025-02-17,Falcon Mining,Safety & Compliance,5381.06,South,Laura Wright
TXN-00654,2025-02-18,Yellowstone Energy,Technical Services,9171.59,South,Emily Taylor
TXN-00655,2025-02-18,Delta Healthcare,Technical Services,16144.25,South,Karen Nelson
TXN-00656,2025-02-20,Titan Healthcare,Industrial Products,4141.07,West,Laura Wright
TXN-00657,2025-02-22,Titan Healthcare,Technical Services,7691.12,Midwest,Sarah Chen
TXN-00658,2025-02-22,Atlas Construction,Safety & Compliance,3515.98,West,Amanda Clark
TXN-00659,2025-02-22,Redwood Energy,Industrial Products,10047.82,West,Emily Taylor
TXN-00660,2025-02-24,Pinnacle Energy,Industrial Products,15379.98,Northeast,Emily Taylor
TXN-00661,2025-02-25,Atlas Construction,Industrial Products,3432.68,Northeast,Emily Taylor
TXN-00662,2025-02-25,Redwood Energy,Industrial Products,9217.87,Northeast,Laura Wright
TXN-00663,2025-02-25,Liberty Healthcare,Safety & Compliance,4080.66,Midwest,Sarah Chen
TXN-00664,2025-02-26,Westfield Foods,Industrial Products,9307.76,Northeast,Karen Nelson
TXN-00665,2025-02-27,Canyon Construction,Technical Services,3322.32,West,Emily Taylor
TXN-00666,2025-02-27,Quest Manufacturing,Industrial Products,5896.18,Midwest,Amanda Clark
TXN-00667,2025-02-27,Delta Healthcare,Industrial Products,1474.97,West,Laura Wright
TXN-00668,2025-02-27,Frontier Chemical,Safety & Compliance,19350.72,Northeast,Sarah Chen
TXN-00669,2025-03-01,Dominion Transport,Industrial Products,12510.88,Midwest,Emily Taylor
TXN-00670,2025-03-01,Trident Industries,Industrial Products,7093.21,Midwest,Karen Nelson
TXN-00671,2025-03-01,Vanguard Mining,Industrial Products,7811.06,South,Amanda Clark
TXN-00672,2025-03-01,Meridian Power,Technical Services,47769.83,South,Emily Taylor
TXN-00673,2025-03-03,Apex Manufacturing,Safety & Compliance,2611.07,Midwest,Amanda Clark
TXN-00674,2025-03-04,Atlas Construction,Technical Services,19646.04,Midwest,Sarah Chen
TXN-00675,2025-03-06,United Chemical,Industrial Products,6124.29,South,Laura Wright
TXN-00676,2025-03-08,Zephyr Transport,Industrial Products,14462.9,West,Emily Taylor
TXN-00677,2025-03-10,Eagle Transport,Industrial Products,43494.96,South,Karen Nelson
TXN-00678,2025-03-11,Quantum Manufacturing,Technical Services,16869.52,South,Sarah Chen
TXN-00679,2025-03-14,Delta Healthcare,Technical Services,10256.02,Midwest,Karen Nelson
TXN-00680,2025-03-14,Imperial Manufacturing,Technical Services,3633.55,Northeast,Emily Taylor
TXN-00681,2025-03-14,Summit Construction,Industrial Products,19927.16,South,Karen Nelson
TXN-00682,2025-03-14,Yellowstone Energy,Safety & Compliance,29123.42,South,Sarah Chen
TXN-00683,2025-03-14,Zenith Manufacturing,Safety & Compliance,12553.55,Midwest,Emily Taylor
TXN-00684,2025-03-15,Evergreen Chemical,Technical Services,2358.46,Northeast,Amanda Clark
TXN-00685,2025-03-16,Xenon Industries,Technical Services,5259.95,Midwest,Karen Nelson
TXN-00686,2025-03-16,Quest Manufacturing,Technical Services,10417.5,Midwest,Amanda Clark
TXN-00687,2025-03-17,Noble Transport,Technical Services,6006.74,South,Emily Taylor
TXN-00688,2025-03-17,Gateway Mining,Industrial Products,8571.3,West,Amanda Clark
TXN-00689,2025-03-20,Frontier Chemical,Safety & Compliance,8016.78,South,Emily Taylor
TXN-00690,2025-03-20,Windward Foods,Industrial Products,14312.6,West,Emily Taylor
TXN-00691,2025-03-20,Quantum Manufacturing,Technical Services,4905.55,Northeast,Laura Wright
TXN-00692,2025-03-21,Ridgeline Construction,Industrial Products,3246.59,West,Emily Taylor
TXN-00693,2025-03-21,Canyon Construction,Technical Services,31723.82,South,Amanda Clark
TXN-00694,2025-03-22,Keller Construction,Safety & Compliance,16487.04,South,Laura Wright
TXN-00695,2025-03-22,Yellowstone Energy,Safety & Compliance,5450.39,Northeast,Laura Wright
TXN-00696,2025-03-23,Upland Chemical,Safety & Compliance,29376.77,South,Emily Taylor
TXN-00697,2025-03-24,Gateway Mining,Technical Services,7844.89,Midwest,Karen Nelson
TXN-00698,2025-03-24,Evergreen Chemical,Technical Services,4901.4,South,Karen Nelson
TXN-00699,2025-03-25,Redwood Energy,Technical Services,8429.0,Midwest,Laura Wright
TXN-00700,2025-03-25,Apex Manufacturing,Safety & Compliance,18288.59,South,Emily Taylor
TXN-00701,2025-03-26,Beacon Medical,Industrial Products,9556.7,Northeast,Karen Nelson
TXN-00702,2025-03-26,Beacon Medical,Safety & Compliance,3020.35,Midwest,Emily Taylor
TXN-00703,2025-03-27,Trident Industries,Safety & Compliance,15672.09,Northeast,Emily Taylor
TXN-00704,2025-03-28,Oakridge Chemical,Technical Services,12747.7,Midwest,Laura Wright
TXN-00705,2025-03-29,Eagle Transport,Industrial Products,7317.85,Midwest,Laura Wright
TXN-00706,2025-03-29,Apex Manufacturing,Industrial Products,15843.54,West,Sarah Chen
TXN-00707,2025-03-30,Jetstream Logistics,Safety & Compliance,9635.97,Northeast,Karen Nelson
TXN-00708,2025-03-31,Frontier Chemical,Industrial Products,7957.09,Midwest,Karen Nelson
TXN-00709,2025-04-01,Highland Energy,Safety & Compliance,3454.71,West,Karen Nelson
TXN-00710,2025-04-01,Harbor Foods,Technical Services,19194.19,Midwest,Amanda Clark
TXN-00711,2025-04-01,Upland Chemical,Industrial Products,14539.32,Northeast,Emily Taylor
TXN-00712,2025-04-03,Vertex Energy,Safety & Compliance,10988.34,Midwest,Laura Wright
TXN-00713,2025-04-03,Xenon Industries,Technical Services,23696.96,Midwest,Karen Nelson
TXN-00714,2025-04-04,Silverstone Medical,Technical Services,16871.79,Midwest,Sarah Chen
TXN-00715,2025-04-05,Highland Energy,Technical Services,14034.2,South,Karen Nelson
TXN-00716,2025-04-05,Redwood Energy,Industrial Products,1379.42,South,Emily Taylor
TXN-00717,2025-04-06,Canyon Construction,Safety & Compliance,24276.84,West,Emily Taylor
TXN-00718,2025-04-06,Lakeview Medical,Industrial Products,8659.95,South,Laura Wright
TXN-00719,2025-04-07,Summit Construction,Safety & Compliance,10404.5,Midwest,Amanda Clark
TXN-00720,2025-04-08,Northwind Construction,Industrial Products,15048.99,Northeast,Karen Nelson
TXN-00721,2025-04-08,Olympus Mining,Safety & Compliance,10461.6,Northeast,Laura Wright
TXN-00722,2025-04-09,Quest Manufacturing,Technical Services,16902.57,South,Sarah Chen
TXN-00723,2025-04-09,Atlas Construction,Technical Services,15477.69,South,Laura Wright
TXN-00724,2025-04-10,Canyon Construction,Industrial Products,11851.72,West,Amanda Clark
TXN-00725,2025-04-14,Zephyr Transport,Safety & Compliance,9532.41,West,Laura Wright
TXN-00726,2025-04-15,Quantum Manufacturing,Industrial Products,471.63,Midwest,Emily Taylor
TXN-00727,2025-04-16,Ironclad Industries,Industrial Products,5472.05,Northeast,Karen Nelson
TXN-00728,2025-04-17,Zenith Manufacturing,Technical Services,4387.39,Midwest,Karen Nelson
TXN-00729,2025-04-17,BlueStar Energy,Technical Services,21345.4,Midwest,Karen Nelson
TXN-00730,2025-04-17,Yellowstone Energy,Technical Services,12996.99,Midwest,Karen Nelson
TXN-00731,2025-04-18,Oakridge Chemical,Safety & Compliance,6739.98,South,Karen Nelson
TXN-00732,2025-04-18,Ironclad Industries,Technical Services,5173.51,Midwest,Karen Nelson
TXN-00733,2025-04-19,Delta Healthcare,Industrial Products,3061.55,South,Karen Nelson
TXN-00734,2025-04-19,Upland Chemical,Technical Services,7094.94,Midwest,Sarah Chen
TXN-00735,2025-04-19,Quantum Manufacturing,Industrial Products,5697.5,West,Amanda Clark
TXN-00736,2025-04-21,Lakeview Medical,Industrial Products,1823.4,Midwest,Amanda Clark
TXN-00737,2025-04-21,Silverstone Medical,Industrial Products,8293.58,Midwest,Karen Nelson
TXN-00738,2025-04-22,Canyon Construction,Technical Services,19153.7,Northeast,Laura Wright
TXN-00739,2025-04-22,Delta Healthcare,Industrial Products,4479.78,South,Karen Nelson
TXN-00740,2025-04-22,Apex Manufacturing,Industrial Products,10329.47,Northeast,Emily Taylor
TXN-00741,2025-04-22,Apex Manufacturing,Industrial Products,14251.99,Northeast,Sarah Chen
TXN-00742,2025-04-23,Liberty Healthcare,Safety & Compliance,3660.29,Northeast,Laura Wright
TXN-00743,2025-04-23,Evergreen Chemical,Safety & Compliance,7974.62,Midwest,Laura Wright
TXN-00744,2025-04-24,Vertex Energy,Industrial Products,10785.42,South,Sarah Chen
TXN-00745,2025-04-24,Ironclad Industries,Safety & Compliance,28281.63,West,Sarah Chen
TXN-00746,2025-04-24,Upland Chemical,Technical Services,4212.82,Northeast,Laura Wright
TXN-00747,2025-04-24,Harbor Foods,Technical Services,4041.07,Midwest,Emily Taylor
TXN-00748,2025-04-24,Cascade Power,Safety & Compliance,35144.28,Midwest,Karen Nelson
TXN-00749,2025-04-25,Ironclad Industries,Safety & Compliance,21891.23,Midwest,Laura Wright
TXN-00750,2025-04-25,Noble Transport,Technical Services,15973.14,South,Karen Nelson
TXN-00751,2025-04-25,Highland Energy,Technical Services,8649.44,Northeast,Laura Wright
TXN-00752,2025-04-26,Gateway Mining,Safety & Compliance,26502.86,South,Laura Wright
TXN-00753,2025-04-29,Eagle Transport,Technical Services,3340.48,South,Amanda Clark
TXN-00754,2025-04-29,Lakeview Medical,Technical Services,7630.03,West,Karen Nelson
TXN-00755,2025-04-30,Imperial Manufacturing,Safety & Compliance,4015.38,South,Emily Taylor
TXN-00756,2025-05-02,Vertex Energy,Industrial Products,12880.58,Northeast,Emily Taylor
TXN-00757,2025-05-03,Highland Energy,Technical Services,5084.19,South,Karen Nelson
TXN-00758,2025-05-06,Noble Transport,Technical Services,6906.68,Midwest,Emily Taylor
TXN-00759,2025-05-06,Vanguard Mining,Technical Services,15937.94,Northeast,Karen Nelson
TXN-00760,2025-05-07,Maverick Chemical,Safety & Compliance,12041.1,Midwest,Emily Taylor
TXN-00761,2025-05-08,Imperial Manufacturing,Industrial Products,4510.04,Northeast,Amanda Clark
TXN-00762,2025-05-09,Harbor Foods,Technical Services,21700.4,South,Emily Taylor
TXN-00763,2025-05-09,Summit Construction,Industrial Products,11404.86,Northeast,Laura Wright
TXN-00764,2025-05-10,Keller Construction,Technical Services,3922.17,South,Karen Nelson
TXN-00765,2025-05-11,Apex Manufacturing,Technical Services,2801.27,Northeast,Sarah Chen
TXN-00766,2025-05-12,Keller Construction,Safety & Compliance,7821.15,Northeast,Sarah Chen
TXN-00767,2025-05-14,Canyon Construction,Industrial Products,18395.05,West,Karen Nelson
TXN-00768,2025-05-15,Pacific Transport,Technical Services,16326.95,South,Amanda Clark
TXN-00769,2025-05-15,Keller Construction,Industrial Products,10774.46,Midwest,Emily Taylor
TXN-00770,2025-05-17,Eagle Transport,Safety & Compliance,8424.84,South,Amanda Clark
TXN-00771,2025-05-18,Apex Manufacturing,Safety & Compliance,30224.07,South,Amanda Clark
TXN-00772,2025-05-18,Quest Manufacturing,Safety & Compliance,35930.88,West,Karen Nelson
TXN-00773,2025-05-18,Eagle Transport,Safety & Compliance,10372.06,Northeast,Sarah Chen
TXN-00774,2025-05-18,Ironclad Industries,Safety & Compliance,4700.84,Northeast,Karen Nelson
TXN-00775,2025-05-19,Quest Manufacturing,Industrial Products,13703.02,South,Amanda Clark
TXN-00776,2025-05-19,Canyon Construction,Industrial Products,9488.54,Northeast,Emily Taylor
TXN-00777,2025-05-20,Zephyr Transport,Technical Services,4955.95,South,Laura Wright
TXN-00778,2025-05-20,Upland Chemical,Safety & Compliance,12369.62,South,Laura Wright
TXN-00779,2025-05-21,Oakridge Chemical,Safety & Compliance,4660.82,Midwest,Emily Taylor
TXN-00780,2025-05-21,Pacific Transport,Industrial Products,1368.01,South,Laura Wright
TXN-00781,2025-05-22,Northwind Construction,Safety & Compliance,1062.6,South,Sarah Chen
TXN-00782,2025-05-22,Yellowstone Energy,Technical Services,4915.57,Midwest,Laura Wright
TXN-00783,2025-05-23,BlueStar Energy,Technical Services,9182.94,Northeast,Emily Taylor
TXN-00784,2025-05-24,Frontier Chemical,Technical Services,7808.27,South,Sarah Chen
TXN-00785,2025-05-24,Keystone Materials,Technical Services,9076.72,Midwest,Amanda Clark
TXN-00786,2025-05-24,Apex Manufacturing,Industrial Products,6587.41,South,Karen Nelson
TXN-00787,2025-05-24,Apex Manufacturing,Industrial Products,12681.49,South,Laura Wright
TXN-00788,2025-05-25,Xenon Industries,Industrial Products,3642.95,Northeast,Karen Nelson
TXN-00789,2025-05-26,Zephyr Transport,Technical Services,8926.38,South,Karen Nelson
TXN-00790,2025-05-26,Ironclad Industries,Safety & Compliance,13198.35,Midwest,Emily Taylor
TXN-00791,2025-05-26,Titan Healthcare,Safety & Compliance,3692.26,Northeast,Amanda Clark
TXN-00792,2025-05-28,Jetstream Logistics,Safety & Compliance,3211.83,Midwest,Amanda Clark
TXN-00793,2025-05-29,Noble Transport,Industrial Products,3444.73,West,Sarah Chen
TXN-00794,2025-05-29,Ridgeline Construction,Industrial Products,1463.03,Midwest,Emily Taylor
TXN-00795,2025-05-29,Pinnacle Energy,Technical Services,5518.37,South,Sarah Chen
TXN-00796,2025-05-29,Windward Foods,Industrial Products,14346.61,South,Laura Wright
TXN-00797,2025-05-30,Granite Industries,Industrial Products,7636.79,South,Karen Nelson
TXN-00798,2025-05-30,Maverick Chemical,Industrial Products,8492.35,South,Sarah Chen
TXN-00799,2025-05-30,Apex Manufacturing,Industrial Products,7915.78,Northeast,Karen Nelson
TXN-00800,2025-05-31,Eagle Transport,Industrial Products,4657.79,Midwest,Emily Taylor
TXN-00801,2025-05-31,Upland Chemical,Industrial Products,1449.79,Northeast,Laura Wright
TXN-00802,2025-05-31,Canyon Construction,Industrial Products,15168.48,Northeast,Emily Taylor
TXN-00803,2025-05-31,Beacon Medical,Industrial Products,18660.1,Midwest,Laura Wright
TXN-00804,2025-06-01,Delta Healthcare,Technical Services,5430.55,Midwest,Laura Wright
TXN-00805,2025-06-03,Jetstream Logistics,Technical Services,6104.69,South,Karen Nelson
TXN-00806,2025-06-03,Evergreen Chemical,Technical Services,8044.33,West,Emily Taylor
TXN-00807,2025-06-03,Summit Construction,Industrial Products,10732.49,South,Emily Taylor
TXN-00808,2025-06-04,Jetstream Logistics,Industrial Products,31316.95,Midwest,Sarah Chen
TXN-00809,2025-06-04,Gateway Mining,Technical Services,23566.82,Midwest,Emily Taylor
TXN-00810,2025-06-05,Jetstream Logistics,Industrial Products,22103.37,South,Amanda Clark
TXN-00811,2025-06-05,Canyon Construction,Technical Services,14382.0,Midwest,Amanda Clark
TXN-00812,2025-06-05,Maverick Chemical,Technical Services,5858.87,Midwest,Sarah Chen
TXN-00813,2025-06-06,Ridgeline Construction,Safety & Compliance,10980.97,Northeast,Amanda Clark
TXN-00814,2025-06-07,Noble Transport,Industrial Products,9687.21,Midwest,Emily Taylor
TXN-00815,2025-06-08,Ironclad Industries,Technical Services,11316.79,Northeast,Emily Taylor
TXN-00816,2025-06-09,Highland Energy,Technical Services,3923.99,West,Sarah Chen
TXN-00817,2025-06-09,Liberty Healthcare,Technical Services,5188.37,Northeast,Laura Wright
TXN-00818,2025-06-10,Quest Manufacturing,Industrial Products,4150.96,South,Sarah Chen
TXN-00819,2025-06-11,Redwood Energy,Industrial Products,8805.51,South,Amanda Clark
TXN-00820,2025-06-12,Delta Healthcare,Safety & Compliance,8388.69,Northeast,Sarah Chen
TXN-00821,2025-06-12,Eagle Transport,Industrial Products,4194.4,Midwest,Laura Wright
TXN-00822,2025-06-12,Frontier Chemical,Industrial Products,7105.73,Midwest,Emily Taylor
TXN-00823,2025-06-13,Frontier Chemical,Technical Services,9592.05,South,Sarah Chen
TXN-00824,2025-06-13,Harbor Foods,Safety & Compliance,1107.83,West,Emily Taylor
TXN-00825,2025-06-13,Vanguard Mining,Industrial Products,11801.7,Midwest,Sarah Chen
TXN-00826,2025-06-13,Apex Manufacturing,Safety & Compliance,44985.32,West,Amanda Clark
TXN-00827,2025-06-13,Yellowstone Energy,Industrial Products,18208.69,West,Amanda Clark
TXN-00828,2025-06-16,Pinnacle Energy,Safety & Compliance,21610.63,Midwest,Laura Wright
TXN-00829,2025-06-18,Lakeview Medical,Safety & Compliance,3334.32,South,Emily Taylor
TXN-00830,2025-06-19,BlueStar Energy,Technical Services,15116.91,South,Sarah Chen
TXN-00831,2025-06-19,Liberty Healthcare,Industrial Products,6705.52,Midwest,Karen Nelson
TXN-00832,2025-06-19,Apex Manufacturing,Industrial Products,23388.37,Northeast,Amanda Clark
TXN-00833,2025-06-21,Evergreen Chemical,Industrial Products,11197.05,South,Laura Wright
TXN-00834,2025-06-24,Highland Energy,Technical Services,4594.2,South,Laura Wright
TXN-00835,2025-06-24,Harbor Foods,Industrial Products,7935.33,South,Laura Wright
TXN-00836,2025-06-25,Liberty Healthcare,Industrial Products,7071.91,West,Amanda Clark
TXN-00837,2025-06-27,Pacific Transport,Industrial Products,8444.07,South,Sarah Chen
